"customer_id","account_num","lname","fname","mi","address1","address2","address3","address4","city","state_province","postal_code","country","customer_region_id","phone1","phone2","birthdate","marital_status","yearly_income","gender","total_children","num_children_at_home","education","date_accnt_opened","member_card","occupation","houseowner","num_cars_owned"
102,88530171513.00,"Bruno","Bonnie","F.","8408 Via Del Sol",,,,"Langford","BC","99797","Canada",102,"244-555-1375","794-555-5482",1972/5/2 00:00:00,"M","$30K - $50K","M",2,0,"Bachelors Degree",1990/10/6 00:00:00,"Bronze","Professional","N",4
103,88531920313.00,"Bowers","Angela","W.","9650 Valley View Road",,,,"Acapulco","Guerrero","48640","Mexico",28,"737-555-2156","256-555-5120",1914/5/27 00:00:00,"M","$50K - $70K","M",5,3,"Bachelors Degree",1992/4/24 00:00:00,"Golden","Professional","Y",2
104,88537885546.00,"Gonzales","Donald","C.","2855 Playa",,,,"Hidalgo","Zacatecas","48239","Mexico",25,"394-555-8077","352-555-2727",1952/3/4 00:00:00,"M","$30K - $50K","F",1,1,"Partial College",1994/11/12 00:00:00,"Bronze","Clerical","N",2
105,88539907932.00,"Valdez","Sylvester",,"4350 Mota Dr.",,,,"National City","CA","35950","USA",9,"137-555-8885","625-555-7734",1933/5/12 00:00:00,"M","$150K +","M",3,3,"Bachelors Degree",1992/2/8 00:00:00,"Golden","Management","Y",3
106,88556258678.00,"Stewart","John","C.","7808 Brown St.",,,,"Long Beach","CA","74419","USA",48,"717-555-4435","983-555-7627",1979/3/20 00:00:00,"S","$50K - $70K","M",5,0,"Bachelors Degree",1991/11/19 00:00:00,"Bronze","Professional","Y",2
107,88589957952.00,"Velasquez","Barney","C.","2214 Solano",,,,"Cliffside","BC","54584","Canada",103,"483-555-3870","618-555-5920",1921/5/9 00:00:00,"M","$30K - $50K","M",2,2,"High School Degree",1990/6/17 00:00:00,"Bronze","Manual","Y",4
108,88593557476.00,"Dubois","Kenneth","R.","8582 San Jose Ave.",,,,"Shawnee","BC","59214","Canada",105,"425-555-1706","998-555-4442",1931/5/13 00:00:00,"M","$90K - $110K","M",1,1,"Bachelors Degree",1993/2/21 00:00:00,"Bronze","Management","Y",3
109,88597859740.00,"Maestas","Kate","A.","3241 Brock Lane",,,,"Newton","BC","76633","Canada",95,"214-555-8770","656-555-1363",1929/8/1 00:00:00,"S","$50K - $70K","M",2,0,"Bachelors Degree",1992/9/19 00:00:00,"Bronze","Professional","N",2
110,88604978322.00,"Underwood","Josie","B.","9863 Ridge Place",,,,"West Covina","CA","47425","USA",60,"179-555-5235","160-555-7513",1942/2/3 00:00:00,"S","$10K - $30K","M",3,0,"Partial High School",1993/8/2 00:00:00,"Normal","Manual","N",1
111,88620250821.00,"Strain","Ramon",,"4777 Rockne Drive",,,,"Palo Alto","CA","32621","USA",41,"890-555-1927","979-555-6720",1965/10/21 00:00:00,"M","$70K - $90K","F",2,2,"Bachelors Degree",1992/2/24 00:00:00,"Bronze","Management","Y",2
112,88622546792.00,"Azari","Pat","C.","4310 Kenston Dr.",,,,"Santa Monica","CA","68574","USA",49,"217-555-9677","506-555-2499",1948/11/24 00:00:00,"M","$30K - $50K","F",4,1,"High School Degree",1991/2/11 00:00:00,"Bronze","Skilled Manual","Y",3
113,88624070286.00,"Dabit","Bob",,"9476 Hill Top Rd.",,,,"Sooke","BC","19932","Canada",101,"291-555-8656","448-555-9335",1964/5/20 00:00:00,"M","$110K - $130K","F",2,1,"Bachelors Degree",1993/1/27 00:00:00,"Bronze","Professional","Y",3
114,88631725311.00,"Carmona","Marty","T.","9263 Mt. McKinley Ct.",,,,"Sooke","BC","22047","Canada",101,"541-555-6035","237-555-7399",1943/4/16 00:00:00,"S","$150K +","F",3,0,"High School Degree",1993/3/9 00:00:00,"Silver","Professional","Y",2
115,88638226985.00,"Saxton","Gina","M.","620 Woodside Ct.",,,,"Altadena","CA","38565","USA",50,"330-555-4138","795-555-4359",1977/6/9 00:00:00,"S","$90K - $110K","F",3,0,"Bachelors Degree",1994/9/12 00:00:00,"Silver","Professional","Y",2
116,88648338913.00,"McLaughlin","Juan","R.","661 Miller Ave.",,,,"Burnaby","BC","68422","Canada",92,"602-555-9145","845-555-4709",1934/10/11 00:00:00,"S","$90K - $110K","M",2,0,"High School Degree",1994/8/14 00:00:00,"Bronze","Management","N",3
117,88656943440.00,"Eyster","Carol",,"1648 Eastgate Lane",,,,"Albany","OR","62230","USA",71,"960-555-9038","833-555-8802",1954/2/4 00:00:00,"M","$90K - $110K","F",3,1,"Graduate Degree",1994/4/16 00:00:00,"Bronze","Professional","Y",3
118,88662506341.00,"Henry","Nancy","J.","4598 Manila Avenue",,,,"Bremerton","WA","95667","USA",76,"356-555-3673","906-555-7780",1913/10/4 00:00:00,"S","$50K - $70K","M",2,0,"Bachelors Degree",1993/3/3 00:00:00,"Bronze","Professional","Y",2
119,88665478229.00,"Barros","Chris","C.","3183 Trasher Road",,,,"N. Vancouver","BC","18218","Canada",97,"737-555-2195","256-555-5159",1957/7/26 00:00:00,"S","$10K - $30K","M",4,0,"Partial High School",1991/5/21 00:00:00,"Normal","Manual","Y",1
120,88673519492.00,"Groome","Christopher","J.","6387 Scenic Avenue",,,,"Milwaukie","OR","17817","USA",65,"634-555-2773","353-555-2766",1957/1/28 00:00:00,"M","$30K - $50K","F",0,0,"High School Degree",1990/9/7 00:00:00,"Bronze","Skilled Manual","Y",4
121,88683427572.00,"Hill","Anna","L.","7883 Mitchell Canyon Court",,,,"Santa Monica","CA","55288","USA",49,"137-555-8923","864-555-2430",1912/2/17 00:00:00,"S","$30K - $50K","F",5,0,"High School Degree",1994/7/27 00:00:00,"Silver","Manual","Y",2
122,88690803647.00,"Williams","Ramon","N.","3997 Via De Luna",,,,"Walla Walla","WA","70289","USA",88,"718-555-4473","983-555-7666",1920/9/22 00:00:00,"M","$30K - $50K","F",4,1,"High School Degree",1992/5/19 00:00:00,"Bronze","Skilled Manual","N",3
123,88708876371.00,"Masters","Scott",,"5747 Shirley Drive",,,,"Richmond","CA","24162","USA",35,"483-555-3909","618-555-5959",1964/7/8 00:00:00,"M","$30K - $50K","F",2,0,"High School Degree",1993/8/15 00:00:00,"Bronze","Manual","Y",1
124,88719449639.00,"Brady, Jr.","Joseph","G.","2115 Pasado",,,,"Oakland","CA","55084","USA",37,"426-555-1745","999-555-4480",1930/9/7 00:00:00,"S","$70K - $90K","F",5,0,"Bachelors Degree",1991/3/27 00:00:00,"Bronze","Professional","N",2
125,88734051585.00,"Gray","Ellen","M.","6774 Bonanza",,,,"Bellflower","CA","20209","USA",55,"214-555-8809","656-555-1402",1972/12/4 00:00:00,"M","$70K - $90K","M",2,2,"Bachelors Degree",1991/6/22 00:00:00,"Bronze","Professional","Y",3
126,88735752105.00,"Fielder","Henry","T.","3397 Rancho View Drive",,,,"Ballard","WA","90000","USA",20,"179-555-5273","160-555-7552",1947/2/3 00:00:00,"S","$110K - $130K","F",2,0,"Partial College",1990/7/24 00:00:00,"Normal","Professional","Y",2
127,88744179606.00,"Finnell","Jeanine","L.","8310 Ridge Circle",,,,"Everett","WA","75196","USA",81,"103-555-4226","192-555-9019",1932/6/18 00:00:00,"S","$10K - $30K","M",1,0,"Partial High School",1992/11/27 00:00:00,"Normal","Skilled Manual","Y",0
128,88750257492.00,"Schuetz","Ian","T.","7842 Ygnacio Valley Road",,,,"Salem","OR","12150","USA",23,"330-555-2976","618-555-4797",1947/4/18 00:00:00,"S","$30K - $50K","F",1,0,"High School Degree",1992/8/11 00:00:00,"Bronze","Skilled Manual","N",4
129,88752945065.00,"Runyon","Richard",,"5666 Hazelnut Lane",,,,"Concord","CA","62507","USA",46,"403-555-1955","561-555-2633",1925/5/11 00:00:00,"M","$50K - $70K","F",0,0,"Bachelors Degree",1990/11/16 00:00:00,"Bronze","Professional","Y",3
130,88771945834.00,"Potter","Linda","M.","5452 Corte Gilberto",,,,"Concord","CA","64622","USA",46,"653-555-8333","349-555-9697",1949/4/15 00:00:00,"S","$110K - $130K","F",4,0,"Graduate Degree",1992/9/23 00:00:00,"Bronze","Professional","N",2
131,88772315979.00,"Smith","Mary","E.","874 Olivera Road",,,,"La Jolla","CA","54848","USA",33,"749-555-5940","315-555-6162",1944/3/6 00:00:00,"S","$10K - $30K","M",3,0,"Partial High School",1991/12/22 00:00:00,"Normal","Manual","Y",2
132,88781231641.00,"Brumagen","Barbara","A.","3570 Court Lane",,,,"Cliffside","BC","23125","Canada",103,"122-555-1947","365-555-6512",1933/3/5 00:00:00,"S","$30K - $50K","F",0,0,"High School Degree",1993/10/6 00:00:00,"Silver","Skilled Manual","N",3
133,88788833022.00,"Hamilton","Thelma","L.","1902 Santa Cruz",,,,"Burbank","CA","58058","USA",53,"480-555-1840","353-555-1604",1915/2/22 00:00:00,"M","$30K - $50K","M",1,0,"High School Degree",1990/11/21 00:00:00,"Bronze","Skilled Manual","Y",3
134,88804722428.00,"J Wilbert","Shirley","L.","4852 Chaparral Court",,,,"Spokane","WA","39243","USA",87,"115-555-9133","426-555-9583",1918/10/4 00:00:00,"S","$50K - $70K","M",4,0,"Bachelors Degree",1991/7/6 00:00:00,"Bronze","Professional","Y",1
135,88820129036.00,"Ingram","Jeremy","T.","6093 Midway Ct.",,,,"Tixapan","DF","60792","Mexico",107,"257-555-3997","676-555-6962",1924/3/23 00:00:00,"M","$110K - $130K","M",5,0,"Bachelors Degree",1994/8/2 00:00:00,"Silver","Professional","Y",3
136,88825504183.00,"Haddix","Sharon","A.","9297 Kenston Dr.",,,,"Lynnwood","WA","60392","USA",75,"153-555-4576","772-555-4569",1956/5/22 00:00:00,"M","$150K +","M",3,3,"Bachelors Degree",1991/9/12 00:00:00,"Golden","Professional","Y",3
137,88846119642.00,"Thomas","Leland","P.","793 Crawford Street",,,,"Newport Beach","CA","48103","USA",59,"557-555-1726","384-555-4233",1943/3/8 00:00:00,"M","$130K - $150K","F",3,3,"Partial College",1993/7/13 00:00:00,"Bronze","Professional","Y",3
138,88880816698.00,"Wilson","Don","R.","4251 San Onofre Court",,,,"Oak Bay","BC","13864","Canada",99,"238-555-6276","503-555-9469",1925/9/22 00:00:00,"S","$90K - $110K","F",4,0,"Partial High School",1991/5/8 00:00:00,"Silver","Professional","Y",2
139,88896459341.00,"Stovall","Wayne",,"8656 Lakespring Place",,,,"Coronado","CA","66736","USA",8,"593-555-6287","728-555-8337",1931/4/5 00:00:00,"M","$30K - $50K","M",1,1,"Partial High School",1991/8/12 00:00:00,"Bronze","Manual","Y",1
140,88966604471.00,"Russell","Douglas","D.","5025 Holiday Hills",,,,"La Mesa","CA","71367","USA",11,"536-555-4122","209-555-6858",1947/11/14 00:00:00,"M","$10K - $30K","M",2,1,"Partial High School",1990/10/21 00:00:00,"Normal","Skilled Manual","Y",1
141,88974345326.00,"Doose","Maureen",,"7028 San Gabriel Dr.",,,,"Santa Anita","DF","90401","Mexico",108,"324-555-2187","767-555-3779",1939/7/24 00:00:00,"M","$10K - $30K","M",4,3,"Partial High School",1992/11/13 00:00:00,"Normal","Skilled Manual","N",1
142,88980621695.00,"Morreale","Ann",,"6307 Grenadine Way",,,,"Renton","WA","84255","USA",73,"289-555-7651","270-555-9929",1958/7/5 00:00:00,"M","$50K - $70K","F",2,1,"Bachelors Degree",1990/10/24 00:00:00,"Golden","Professional","Y",4
143,89028214812.00,"Rupert","Sheila","M.","1220 Bradford Way",,,,"Glendale","CA","69451","USA",54,"101-555-4344","190-555-9137",1975/8/17 00:00:00,"M","$30K - $50K","F",5,5,"Partial College",1990/11/24 00:00:00,"Golden","Manual","Y",3
144,89028284549.00,"Pierson","Ashley","E.","1999 Orangewood Court",,,,"Westminster","BC","32697","Canada",91,"328-555-3094","616-555-4915",1964/6/25 00:00:00,"S","$10K - $30K","M",3,0,"Partial High School",1992/4/6 00:00:00,"Bronze","Skilled Manual","Y",0
145,89029260873.00,"Nickels","Ivan",,"9821 Juniper Drive",,,,"Victoria","BC","56762","Canada",6,"401-555-2072","559-555-2751",1974/3/16 00:00:00,"M","$10K - $30K","M",3,3,"Partial High School",1991/10/27 00:00:00,"Normal","Manual","Y",2
146,89035692811.00,"Neuhauser","Chad","D.","9608 Grammercy Lane",,,,"Victoria","BC","58876","Canada",6,"651-555-8451","347-555-9815",1960/10/17 00:00:00,"S","$130K - $150K","M",2,0,"Partial High School",1991/8/15 00:00:00,"Bronze","Professional","Y",4
147,89059253334.00,"Coke","Ann",,"7685 Imperial Dr",,,,"Sooke","BC","75395","Canada",101,"747-555-6058","551-555-9937",1917/5/5 00:00:00,"S","$110K - $130K","M",4,0,"Bachelors Degree",1992/12/20 00:00:00,"Bronze","Professional","Y",2
148,89061329364.00,"Scarbrough","Jon","M.","7726 Driftwood Drive",,,,"Kirkland","WA","43672","USA",63,"120-555-2065","363-555-6629",1950/4/12 00:00:00,"S","$70K - $90K","M",2,0,"High School Degree",1993/7/28 00:00:00,"Bronze","Management","N",2
149,89073216915.00,"Martensen","Lillian","F.","8713 Yosemite Ct.",,,,"Chula Vista","CA","26352","USA",13,"478-555-1958","590-555-5380",1964/11/27 00:00:00,"S","$50K - $70K","M",1,0,"Bachelors Degree",1992/7/24 00:00:00,"Bronze","Professional","Y",1
150,89090994596.00,"McCormick","Mary","E.","9008 Creekside Drive",,,,"Seattle","WA","33498","USA",18,"113-555-9251","424-555-9701",1929/5/6 00:00:00,"M","$30K - $50K","F",4,1,"High School Degree",1991/11/6 00:00:00,"Bronze","Manual","Y",3
151,89130846858.00,"Sparacino","James","W.","250 Geary Ct.",,,,"San Jose","CA","81339","USA",39,"606-555-1032","786-555-9339",1959/4/8 00:00:00,"M","$30K - $50K","F",3,0,"Partial College",1991/8/27 00:00:00,"Bronze","Management","Y",4
152,89144885540.00,"Racette","John","L.","3454 D Bel Air Drive",,,,"Ballard","WA","54647","USA",20,"263-555-6954","882-555-6946",1953/3/4 00:00:00,"S","$150K +","F",2,0,"High School Degree",1990/5/7 00:00:00,"Silver","Professional","Y",3
153,89165082573.00,"Thompson","Edwardo","A.","4949 Dutch Slough Rd",,,,"Guadalajara","Jalisco","68650","Mexico",4,"667-555-4104","494-555-6611",1914/11/26 00:00:00,"M","$10K - $30K","F",3,2,"Partial High School",1990/11/5 00:00:00,"Normal","Manual","Y",0
154,89177710413.00,"Warren","Sam","L.","1064 Slavio",,,,"Lebanon","OR","81192","USA",72,"587-555-3311","613-555-2846",1916/10/25 00:00:00,"S","$50K - $70K","F",0,0,"Bachelors Degree",1992/12/19 00:00:00,"Bronze","Professional","N",2
155,89202826619.00,"Chow-Wang","Shelby","S.","2813 Dew Drop Circle",,,,"Port Hammond","BC","60991","Canada",98,"113-555-8089","248-555-1139",1966/5/17 00:00:00,"M","$110K - $130K","M",1,1,"Partial High School",1993/11/20 00:00:00,"Silver","Professional","N",1
156,89205031394.00,"Wood","Nelly",,"9181 La Vista Circle",,,,"Sooke","BC","91914","Canada",101,"956-555-5925","629-555-8661",1944/8/23 00:00:00,"S","$130K - $150K","M",1,0,"Bachelors Degree",1993/10/2 00:00:00,"Bronze","Professional","Y",2
157,89207509756.00,"Morgan","Jackie",,"3841 Silver Oaks Place",,,,"La Mesa","CA","11949","USA",11,"744-555-3989","286-555-5582",1910/4/15 00:00:00,"S","$50K - $70K","F",2,0,"Bachelors Degree",1993/10/3 00:00:00,"Bronze","Professional","N",2
158,89213179945.00,"Boje","Gavin","S.","463 H Stagecoach Rd.",,,,"Tacoma","WA","81740","USA",84,"709-555-9453","690-555-2732",1961/12/19 00:00:00,"M","$130K - $150K","F",3,1,"Partial College",1993/6/11 00:00:00,"Bronze","Management","Y",3
159,89255880700.00,"Tsujimoto","Marlene",,"5376 Catanzaro Way",,,,"Milwaukie","OR","12447","USA",65,"760-555-9804","610-555-1939",1940/9/2 00:00:00,"M","$30K - $50K","M",4,4,"High School Degree",1991/3/8 00:00:00,"Bronze","Skilled Manual","Y",3
160,89277064800.00,"Bouton","RitaIva",,"4909 Poco Lane",,,,"Renton","WA","48400","USA",73,"748-555-4896","136-555-6718",1961/3/8 00:00:00,"M","$90K - $110K","F",1,1,"Partial High School",1990/4/14 00:00:00,"Golden","Professional","N",4
161,89277392000.00,"Gras","Dell",,"77 Birchwood",,,,"Grossmont","CA","98756","USA",17,"821-555-3875","978-555-4553",1933/8/23 00:00:00,"M","$30K - $50K","F",1,0,"High School Degree",1992/9/17 00:00:00,"Bronze","Manual","Y",2
162,89286039471.00,"Solano","Christopher","R.","9862 Ahneita Dr.",,,,"Ladner","BC","18729","Canada",96,"171-555-1254","767-555-2618",1963/3/5 00:00:00,"M","$30K - $50K","F",3,1,"Partial High School",1993/11/18 00:00:00,"Bronze","Manual","Y",1
163,89286860227.00,"Armstrong","George","H.","7939 Bayview Court",,,,"Los Angeles","CA","18391","USA",3,"267-555-7861","659-555-3393",1952/6/17 00:00:00,"S","$10K - $30K","F",5,0,"Partial High School",1992/10/23 00:00:00,"Normal","Skilled Manual","N",1
164,89288474917.00,"Aldred","Kristine","G.","636 Vine Hill Way",,,,"Coronado","CA","85666","USA",8,"466-555-8179","470-555-9086",1947/2/22 00:00:00,"S","$30K - $50K","F",4,0,"High School Degree",1990/1/1 00:00:00,"Bronze","Skilled Manual","N",2
165,89307073354.00,"Jorgenson","Tom","L.","8967 Hamilton Ave.",,,,"Milwaukie","OR","42055","USA",65,"585-555-4415","697-555-7836",1935/8/17 00:00:00,"S","$130K - $150K","M",2,0,"Bachelors Degree",1992/9/22 00:00:00,"Bronze","Professional","Y",3
166,89309052824.00,"Turner","Dana",,"1918 Terra Granada",,,,"Oak Bay","BC","75493","Canada",99,"220-555-2708","531-555-3157",1932/9/20 00:00:00,"S","$30K - $50K","F",4,0,"High School Degree",1992/4/26 00:00:00,"Golden","Manual","Y",4
167,89314846396.00,"Zakerski","Terry","D.","504 O St.",,,,"Lemon Grove","CA","97042","USA",12,"601-555-1229","781-555-9536",1932/6/7 00:00:00,"S","$70K - $90K","M",2,0,"Graduate Degree",1990/9/17 00:00:00,"Bronze","Professional","Y",3
168,89319840669.00,"Carlson","David",,"3708 Montana",,,,"Walla Walla","WA","96641","USA",88,"259-555-7150","217-555-1801",1963/7/24 00:00:00,"M","$10K - $30K","F",4,3,"Partial High School",1991/5/5 00:00:00,"Normal","Manual","N",2
169,89339179396.00,"Symons","Linda","L.","5203 Virginia Lane",,,,"Lebanon","OR","84353","USA",72,"662-555-4300","489-555-6808",1956/12/16 00:00:00,"M","$50K - $70K","F",0,0,"Partial High School",1993/7/28 00:00:00,"Bronze","Manual","Y",2
170,89349634647.00,"Reynolds","Louis",,"1318 Lasalle Street",,,,"Los Angeles","CA","50114","USA",3,"582-555-3508","608-555-3043",1920/7/13 00:00:00,"S","$10K - $30K","M",1,0,"Partial High School",1993/5/12 00:00:00,"Normal","Skilled Manual","N",1
171,89356871247.00,"Ibsen","Maureen","K.","3067 Maya",,,,"Downey","CA","39870","USA",58,"108-555-8286","243-555-1336",1932/10/2 00:00:00,"M","$10K - $30K","M",4,1,"Partial High School",1991/9/26 00:00:00,"Normal","Manual","N",2
172,89359070658.00,"Ciochon","Virginia","R.","9435 Breck Court",,,,"West Covina","CA","86178","USA",60,"951-555-6122","624-555-8858",1942/10/5 00:00:00,"M","$50K - $70K","F",3,1,"Bachelors Degree",1991/7/14 00:00:00,"Silver","Professional","N",2
173,89368050694.00,"Berger","Steve","A.","4095 Cooper Dr.",,,,"Bellingham","WA","27651","USA",78,"739-555-4186","281-555-5779",1940/2/21 00:00:00,"S","$50K - $70K","F",3,0,"High School Degree",1994/3/12 00:00:00,"Golden","Manual","N",2
174,89376885900.00,"Bayol","James",,"5242 Marvelle Ln.",,,,"San Carlos","CA","24735","USA",44,"704-555-9650","685-555-2929",1953/6/23 00:00:00,"M","$90K - $110K","F",4,0,"High School Degree",1991/7/17 00:00:00,"Bronze","Management","Y",4
175,89379090666.00,"Thumann","Meredith","J.","2812 East Lake Court",,,,"Metchosin","BC","99312","Canada",104,"755-555-1000","605-555-2136",1976/3/14 00:00:00,"S","$70K - $90K","F",0,0,"Graduate Degree",1991/9/5 00:00:00,"Bronze","Professional","N",4
176,89395151734.00,"Jones","Julie","M.","9687 Shakespeare Drive",,,,"Concord","CA","44269","USA",46,"855-555-7353","483-555-3832",1960/5/16 00:00:00,"M","$110K - $130K","M",2,2,"Partial College",1992/6/8 00:00:00,"Silver","Professional","Y",2
177,89434499740.00,"Bury","Janet","I.","7511 Cooper Dr.",,,,"Corvallis","OR","94626","USA",70,"928-555-6332","425-555-1668",1975/9/13 00:00:00,"M","$10K - $30K","M",0,0,"Partial High School",1991/8/8 00:00:00,"Normal","Skilled Manual","N",1
178,89487226605.00,"Bevan","Onita","M.","7297 Rosalinda",,,,"Woodburn","OR","96741","USA",69,"278-555-3710","874-555-5074",1967/12/19 00:00:00,"S","$30K - $50K","M",1,0,"Partial College",1991/9/18 00:00:00,"Bronze","Manual","Y",2
179,89488111734.00,"Monarco","Mary",,"5375 Clearland Circle",,,,"Lakewood","CA","86967","USA",56,"374-555-1317","179-555-5196",1918/11/1 00:00:00,"S","$130K - $150K","M",1,0,"Graduate Degree",1991/2/9 00:00:00,"Golden","Professional","Y",1
180,89504757523.00,"Zingarelli","Vicky","E.","5415 San Gabriel Dr.",,,,"Seattle","WA","55244","USA",18,"886-555-9982","890-555-1889",1945/3/3 00:00:00,"S","$50K - $70K","F",4,0,"Bachelors Degree",1992/4/23 00:00:00,"Bronze","Professional","N",3
181,89505116939.00,"Valentine","Helen",,"3747 Likins Avenue",,,,"Bremerton","WA","37925","USA",76,"105-555-6217","217-555-9639",1965/6/23 00:00:00,"S","$30K - $50K","F",1,0,"High School Degree",1992/11/25 00:00:00,"Bronze","Manual","N",2
182,89507606029.00,"Scheulen","Carol","S.","6697 Ridge Park Drive",,,,"Everett","WA","71362","USA",81,"640-555-4510","951-555-4960",1924/3/24 00:00:00,"M","$110K - $130K","F",1,1,"Graduate Degree",1990/7/1 00:00:00,"Bronze","Management","Y",3
183,89526268839.00,"Koon","Virgie",,"7938 Blue Ridge",,,,"Langford","BC","92912","Canada",102,"121-555-3032","540-555-5996",1969/11/19 00:00:00,"M","$130K - $150K","M",2,0,"Graduate Degree",1991/12/27 00:00:00,"Bronze","Professional","N",3
184,89532577395.00,"Amole","Sarah","E.","1143 Julpum Loop",,,,"Oak Bay","BC","92511","Canada",99,"678-555-8953","636-555-3603",1968/5/20 00:00:00,"M","$70K - $90K","F",4,0,"High School Degree",1993/8/26 00:00:00,"Bronze","Professional","Y",1
185,89536622166.00,"Hill","Cecil","C.","2639 Anchor Court",,,,"Edmonds","WA","80222","USA",83,"182-555-6103","909-555-8610",1923/7/10 00:00:00,"S","$10K - $30K","M",4,0,"Partial High School",1993/6/20 00:00:00,"Normal","Manual","Y",1
186,89555376172.00,"Tate","Ruth","A.","6097 Mt. McKinley Ct.",,,,"Imperial Beach","CA","19692","USA",14,"102-555-5310","367-555-8503",1931/2/15 00:00:00,"M","$110K - $130K","F",3,2,"Partial High School",1994/11/28 00:00:00,"Bronze","Professional","Y",3
